ID;loan_amnt;term;int_rate;installment;emp_length;home_ownership;annual_inc;purpose;title;STATE;delinq_2yrs;revol_bal; revol_util ;total_pymnt;loan_status
259;8000; 60 months;11.71%;176.79;3 years;OWN;31000;;;;;;;;Fully Paid
260;4500; 36 months;8.90%;142.89;10+ years;MORTGAGE;50700;other;restore classic car;NC;0;9127; 0.244 ;5051.236671;Fully Paid
261;18000; 36 months;12.42%;601.48;1 year;OWN;75000;credit_card;Paydown CC Loan;LA;0;14810; 0.661 ;21634.66001;Fully Paid
262;12300; 60 months;13.49%;282.96;2 years;MORTGAGE;30000;debt_consolidation;no more bills;MT;0;10981; 0.555 ;16945.79999;Fully Paid
263;12000; 36 months;13.49%;407.17;6 years;RENT;40000;debt_consolidation;Debt Consolidation;GA;0;10790; 0.805 ;12762.81967;Fully Paid
264;10000; 36 months;13.49%;339.31;10+ years;MORTGAGE;50000;credit_card;CC refi;CA;1;8899; 0.476 ;12082.61063;Fully Paid
265;6000; 36 months;7.90%;187.75;7 years;MORTGAGE;80000;other;Snowmobile Purchase;WI;0;19071; 0.303 ;6633.907565;Fully Paid
267;12000; 36 months;8.90%;381.04;7 years;RENT;80000;other;credit card consolidating;CA;0;13088; 0.835 ;10411.4;Charged Off
268;7000; 36 months;11.71%;231.54;2 years;RENT;75000;debt_consolidation;Consolidation;CA;0;22196; 0.941 ;8335.090002;Fully Paid
270;1400; 36 months;7.90%;43.81;1 year;RENT;28800;other;auto repair;FL;0;2016; 0.099 ;1478.900477;Fully Paid
271;16000; 60 months;13.49%;368.08;10+ years;RENT;35000;small_business;Small Business;NC;0;19184; 0.585 ;10351.24;Charged Off
272;3200; 36 months;9.91%;103.12;9 years;RENT;61200;debt_consolidation;Card's;CA;0;2795; 0.333 ;3711.14;Fully Paid
274;11875; 60 months;12.69%;268.32;< 1 year;RENT;25920;debt_consolidation;Debt Consolidation Loan;CA;0;13932; 0.941 ;1187.65;Charged Off
275;5000; 36 months;6.03%;152.18;9 years;MORTGAGE;54000;;;;;;;;Fully Paid
276;1800; 36 months;6.62%;55.27;10+ years;RENT;18000;small_business;Salt Spreader;MI;0;1792; 0.398 ;1880.260813;Fully Paid
278;18000; 36 months;8.90%;571.56;5 years;RENT;78000;credit_card;Post College Credit Card Refinance;NY;0;17769; 0.663 ;19886.52562;Fully Paid
280;5000; 36 months;12.42%;167.08;2 years;RENT;70000;debt_consolidation;Debt Consolidation Loan;TX;0;13543; 0.542 ;5501.552292;Fully Paid
281;8000; 36 months;15.96%;281.1;4 years;RENT;70000;credit_card;CC Payoff;IL;0;24072; 0.919 ;9998.939479;Fully Paid
282;10000; 36 months;6.03%;304.36;9 years;MORTGAGE;80000;debt_consolidation;personal loan.;MA;0;27644; 0.452 ;10840.60453;Fully Paid
283;10000; 36 months;7.51%;311.11;5 years;RENT;50000;debt_consolidation;Debt consolidation;NJ;0;6592; 0.257 ;11021.30568;Fully Paid
284;12000; 36 months;12.42%;400.99;10+ years;MORTGAGE;35000;debt_consolidation;debt for debt;CO;0;8198; 0.757 ;14435.35;Fully Paid
285;23200; 36 months;7.90%;725.94;3 years;MORTGAGE;65000;debt_consolidation;Wiping off 6 ccards in 1 lower rate ;MI;0;36381; 0.470 ;24554.56476;Fully Paid
286;18000; 60 months;15.27%;430.78;1 year;MORTGAGE;84000;credit_card;Pay off credit card;CT;0;22542; 0.832 ;25846.26844;Fully Paid
287;4800; 36 months;15.27%;167.03;10+ years;MORTGAGE;75000;debt_consolidation;CCPayoff;WV;0;22195; 0.737 ;6013.039997;Fully Paid
288;7300; 36 months;11.71%;241.46;6 years;RENT;35000;debt_consolidation;freedom;VA;0;9628; 0.446 ;8657.784357;Fully Paid
290;6600; 36 months;9.91%;212.69;1 year;MORTGAGE;100000;house;Debt Consolidation;FL;0;2171; 0.278 ;7276.236207;Fully Paid
291;12000; 36 months;8.90%;381.04;7 years;OWN;40000;;;;;;;;Fully Paid
293;12000; 36 months;11.71%;396.92;3 years;RENT;92500;debt_consolidation;Debt Consolidation Loan;CA;0;9558; 0.562 ;14288.77;Fully Paid
294;25000; 36 months;9.91%;805.63;9 years;RENT;61000;debt_consolidation;Titanium loan;CA;0;23712; 0.494 ;29002.42;Fully Paid
295;6000; 36 months;10.65%;195.44;10+ years;RENT;36000;other;personal;HI;0;13626; 0.485 ;7035.820001;Fully Paid
297;14400; 36 months;11.71%;476.3;1 year;RENT;80000;credit_card;Credit Card Debt Free;CA;0;19983; 0.484 ;15544.00676;Fully Paid
299;8000; 36 months;11.71%;264.61;1 year;RENT;150000;credit_card;Smart Budgeting;NY;1;9722; 0.562 ;9525.87;Fully Paid
300;8000; 36 months;16.29%;282.41;5 years;RENT;50000;credit_card;credit debt;NV;0;5106; 0.729 ;4535;Charged Off
301;30000; 60 months;12.42%;673.72;3 years;RENT;70000;small_business;Patent and manufacturing.;TX;0;1159; 0.032 ;17183.47;Charged Off
303;13250; 36 months;11.71%;438.26;2 years;OWN;35000;credit_card;Credit Card refinance;PA;0;10014; 0.672 ;15777.22001;Fully Paid
304;14000; 36 months;14.27%;480.33;6 years;RENT;80000;debt_consolidation;Dept Consolidation;CA;0;11546; 0.962 ;17291.65001;Fully Paid
305;20000; 60 months;20.30%;533.23;10+ years;OWN;59000;;;;;;;;Charged Off
306;10000; 36 months;16.29%;353.01;10+ years;RENT;40000;credit_card;credit card payoff;NY;0;11665; 0.964 ;12458.62318;Fully Paid
307;35000; 60 months;20.30%;619.88;5 years;RENT;85000;debt_consolidation;Credit Cards Payoff;NJ;0;31306; 0.745 ;36105.41996;Fully Paid
308;4000; 36 months;6.03%;121.75;1 year;RENT;55000;debt_consolidation;No more credit card!;OR;0;2189; 0.438 ;4355.672911;Fully Paid
309;13000; 36 months;9.91%;418.93;6 years;RENT;110000;debt_consolidation;Credit Cards;CA;0;9599; 0.813 ;14960.06316;Fully Paid
310;28000; 36 months;12.69%;939.26;5 years;RENT;100000;credit_card;Credit Card Loan;WI;0;5739; 0.675 ;33813.15999;Fully Paid
311;10000; 36 months;13.49%;339.31;3 years;RENT;62000;debt_consolidation;Get out of Debt;MA;0;16462; 0.791 ;11254.78061;Fully Paid
313;18000; 36 months;9.91%;580.05;5 years;RENT;110000;debt_consolidation;Pay credit cards 2011;FL;0;12371; 0.625 ;19207.36256;Fully Paid
314;9000; 60 months;19.91%;238;3 years;RENT;60000;credit_card;Cards;CA;0;21321; 0.911 ;5236;Charged Off
315;25000; 60 months;18.64%;643.58;10+ years;RENT;61500;debt_consolidation;CLEAR UP;NY;1;24278; 0.608 ;25775.38;Charged Off
316;10000; 36 months;11.71%;330.76;3 years;RENT;33000;other;Personal loan;NY;0;6621; 0.883 ;11841.29287;Fully Paid
317;4200; 36 months;6.03%;127.83;3 years;RENT;61000;credit_card;Trip Loan;NJ;0;4228; 0.129 ;4601.849929;Fully Paid
318;20000; 60 months;15.27%;478.64;10+ years;OWN;78216;debt_consolidation;Debt Consolidation;CA;0;25161; 0.803 ;5799.88;Charged Off
319;18000; 60 months;17.27%;449.97;1 year;MORTGAGE;62000;debt_consolidation;outofdebt;VA;0;11273; 0.867 ;20808.83;Charged Off
320;24000; 36 months;16.29%;847.21;2 years;RENT;50964;debt_consolidation;Consolidate;GA;1;16318; 0.694 ;30499.52001;Fully Paid
321;4475; 36 months;15.27%;155.72;3 years;RENT;43680;credit_card;Credit Card REFI;CO;0;4489; 0.335 ;5605.910002;Fully Paid
322;20000; 60 months;14.65%;472.14;2 years;MORTGAGE;56000;credit_card;Pay off high interest credit cards;CA;0;19348; 0.599 ;28327.70887;Fully Paid
323;12000; 36 months;12.42%;400.99;5 years;RENT;50700;credit_card;payoff;NJ;0;18682; 0.808 ;14435.34999;Fully Paid
324;18000; 60 months;17.58%;452.98;n/a;MORTGAGE;60000;debt_consolidation;consolidation;AL;0;5945; 0.837 ;26378.55001;Fully Paid
326;3000; 36 months;6.03%;91.31;5 years;RENT;50000;other;Avoid CCs,Various Seasonal and Other Exp;VA;0;9616; 0.294 ;3207.90304;Fully Paid
327;25000; 60 months;19.03%;648.93;10+ years;RENT;75000;debt_consolidation;debt consolidation;WY;0;24150; 0.915 ;38730.46;Fully Paid
328;18000; 60 months;19.03%;467.23;3 years;RENT;90000;credit_card;loan 1;NY;0;13371; 0.852 ;28033.51284;Fully Paid
329;12000; 36 months;9.91%;386.7;10+ years;RENT;55000;debt_consolidation;Zero Balance Project;RI;0;11774; 0.755 ;5859.43;Charged Off
330;20000; 36 months;15.27%;695.96;10+ years;MORTGAGE;50000;other;The 20K Credit;MA;0;6855; 0.527 ;25054.29;Fully Paid
331;10000; 36 months;13.49%;339.31;3 years;RENT;84000;debt_consolidation;pay credit cards;CA;0;6046; 0.687 ;12159.18267;Fully Paid
333;12000; 36 months;7.90%;375.49;< 1 year;MORTGAGE;62000;debt_consolidation;Debt-down;MD;0;18125; 0.577 ;13449.50075;Fully Paid
336;20000; 60 months;16.77%;494.59;7 years;RENT;50000;credit_card;credit card payoff;IL;0;16565; 0.567 ;29674.60686;Fully Paid
337;35000; 60 months;17.27%;578.71;8 years;MORTGAGE;208000;debt_consolidation;Debt Consolidation;MD;0;3761; 0.235 ;26016.92242;Fully Paid
338;8250; 60 months;15.96%;200.45;2 years;MORTGAGE;35004;home_improvement;Home Improvement Loan;NY;2;4479; 0.077 ;10439.29849;Fully Paid
339;20000; 60 months;12.69%;451.9;7 years;OWN;85000;home_improvement;Home imp;LA;0;17537; 0.548 ;27113.49431;Fully Paid
340;10000; 36 months;11.71%;330.76;5 years;RENT;32000;credit_card;lovely;FL;0;7346; 0.596 ;1962.02;Charged Off
341;24000; 36 months;8.90%;762.08;10+ years;MORTGAGE;116400;car;Car loan and pay off my family;FL;0;3885; 0.081 ;8653.52;Charged Off
342;14400; 36 months;12.69%;483.05;9 years;MORTGAGE;40000;debt_consolidation;Consolidation ;IL;0;12248; 0.795 ;17389.61;Fully Paid
343;6000; 36 months;14.65%;206.97;7 years;RENT;34000;credit_card;Credit card payoff;MD;0;6546; 0.885 ;7464.910002;Fully Paid
344;22000; 36 months;15.96%;773.03;5 years;MORTGAGE;73000;debt_consolidation;Debt consolidation;IL;0;26721; 0.851 ;27828.63995;Fully Paid
345;12000; 36 months;11.71%;396.92;10+ years;RENT;57200;debt_consolidation;consolidation;MA;0;22059; 0.685 ;3572.28;Charged Off
346;16000; 36 months;16.77%;568.62;< 1 year;MORTGAGE;114000;debt_consolidation;Debt Consolidation Loan;MO;0;23096; 0.642 ;20470.04;Fully Paid
348;16000; 60 months;19.03%;301.76;8 years;MORTGAGE;54000;home_improvement;Home Improvement Loan;NC;0;13771; 0.562 ;17833.52997;Fully Paid
349;10000; 36 months;12.69%;335.45;2 years;RENT;35000;debt_consolidation;Stress relief;KY;0;10472; 0.846 ;7690.46;Charged Off
350;3500; 36 months;13.49%;118.76;7 years;RENT;56000;debt_consolidation;getting it together;FL;0;6943; 0.542 ;3615.368378;Fully Paid
351;9600; 36 months;9.91%;309.36;5 years;RENT;35000;debt_consolidation;Credit Card Consolidation;NC;0;10980; 0.790 ;11084.44979;Fully Paid
352;9875; 36 months;7.90%;309;10+ years;MORTGAGE;40000;debt_consolidation;consolidate;NY;0;24129; 0.637 ;11123.65;Fully Paid
353;21500; 60 months;17.58%;427.19;2 years;OWN;59000;debt_consolidation;Credit Card Consolidation;MO;0;18723; 0.818 ;19867.56312;Fully Paid
354;4800; 36 months;7.90%;150.2;6 years;RENT;48000;debt_consolidation;Debt consolidation;FL;0;2936; 0.260 ;5080.284197;Fully Paid
355;7800; 36 months;6.03%;237.4;10+ years;OWN;85000;major_purchase;Purchase;NV;0;3878; 0.062 ;8546.299999;Fully Paid
356;20000; 36 months;14.27%;686.18;10+ years;MORTGAGE;70000;credit_card;Credit Cards;TX;0;12377; 0.890 ;24002.34106;Fully Paid
357;9750; 36 months;7.51%;303.34;4 years;RENT;35000;debt_consolidation;Consolidation;HI;0;13275; 0.517 ;5156.78;Charged Off
358;18000; 60 months;15.96%;365.67;6 years;MORTGAGE;91000;credit_card;Credit Card Payoff;VA;0;46957; 0.670 ;18898.54643;Fully Paid
359;5000; 36 months;6.03%;152.18;9 years;MORTGAGE;30000;other;Other Loan;CA;0;5881; 0.256 ;5451.317057;Fully Paid
361;7200; 36 months;7.90%;225.29;1 year;RENT;55000;debt_consolidation;Debt Consolidation;FL;0;5862; 0.461 ;8110.439998;Fully Paid
362;3000; 60 months;19.03%;77.88;3 years;RENT;53004;other;Ring;FL;1;1985; 0.794 ;4549.249996;Charged Off
363;25000; 60 months;19.42%;654.31;10+ years;RENT;60000;credit_card;refinance;CA;0;17035; 0.949 ;29415.85;Charged Off
364;25000; 36 months;15.27%;869.95;8 years;OWN;82000;debt_consolidation;Debt Consolidation Loan;CA;0;18223; 0.706 ;28098.04098;Fully Paid
365;10000; 36 months;15.96%;351.38;10+ years;RENT;53000;debt_consolidation;save the day loan;CA;0;23870; 0.772 ;12649.36;Fully Paid
366;8875; 36 months;12.69%;297.72;5 years;MORTGAGE;35360;debt_consolidation;credit card debt;PA;0;13003; 0.711 ;2052.99;Charged Off
367;15550; 36 months;11.71%;514.34;10+ years;RENT;54000;;;;;;;;Fully Paid
370;8875; 36 months;8.90%;281.81;6 years;OWN;28800;debt_consolidation;Bill Payoff;CA;0;8890; 0.695 ;10145.14993;Fully Paid
371;4500; 36 months;17.27%;161.05;1 year;RENT;42000;credit_card;Card Refi;OH;0;3424; 0.685 ;5507.127762;Fully Paid
372;5800; 36 months;12.42%;193.81;3 years;RENT;36000;debt_consolidation;Debt Consolidation;TX;0;6558; 0.669 ;6977.099999;Fully Paid
373;10000; 36 months;11.71%;330.76;2 years;RENT;40000;debt_consolidation;Debt Consolidation Loan;NJ;0;11145; 0.474 ;11819.55603;Fully Paid
374;10000; 36 months;9.91%;322.25;4 years;RENT;50000;credit_card;credit card loan;GA;0;10898; 0.886 ;11401.47818;Fully Paid
375;14000; 36 months;11.71%;463.07;1 year;RENT;52000;credit_card;Credit Card Payoff;CA;0;13008; 0.579 ;15611.66481;Fully Paid
377;12000; 36 months;8.90%;381.04;3 years;RENT;32000;debt_consolidation;Bye-bye high interest rates!;OR;0;5329; 0.592 ;8747.3;Charged Off
379;14000; 36 months;14.27%;480.33;< 1 year;RENT;80000;credit_card;Credit Card refinancing;NY;0;7085; 0.590 ;17235.86936;Fully Paid
380;12000; 36 months;8.90%;381.04;7 years;MORTGAGE;40246;credit_card;Credit Card Payoff;AZ;0;14573; 0.722 ;13739.32999;Fully Paid
381;15000; 60 months;12.69%;338.93;3 years;OWN;30000;debt_consolidation;leave mistakes behind;NJ;0;16876; 0.657 ;9543.84;Charged Off
382;8050; 36 months;12.69%;270.04;1 year;RENT;36000;debt_consolidation;debt consolidation;WA;0;12000; 0.813 ;1335.61;Charged Off
385;7000; 36 months;11.71%;231.54;10+ years;RENT;90000;credit_card;loan #1;MD;0;28060; 0.938 ;8335.090002;Fully Paid
386;5400; 36 months;7.90%;168.97;4 years;RENT;40000;debt_consolidation;Pay off credit cards;MO;0;8855; 0.770 ;6082.819999;Fully Paid
387;16000; 36 months;12.42%;534.65;1 year;RENT;90000;credit_card;Loan;PA;0;22488; 0.652 ;19247.16;Fully Paid
388;35000; 60 months;12.42%;619.26;9 years;MORTGAGE;105000;home_improvement;Home Improvement Loan;TX;0;15523; 0.250 ;34446.38201;Fully Paid
389;6000; 60 months;7.90%;121.38;< 1 year;RENT;30084;debt_consolidation;Personal Loan;KY;0;2192; 0.100 ;3662.31;Charged Off
390;4125; 60 months;12.69%;93.21;10+ years;MORTGAGE;36000;car;person to person;MI;0;5346; 0.376 ;5551.360004;Fully Paid
391;9800; 36 months;16.29%;345.95;4 years;RENT;67000;credit_card;Credit Card Consolidation;CA;0;21366; 0.449 ;12161.90555;Fully Paid
392;15700; 60 months;18.25%;400.82;10+ years;MORTGAGE;63000;debt_consolidation;Consolidation;FL;0;9196; 0.630 ;23722.74002;Fully Paid
395;4000; 36 months;11.71%;132.31;n/a;RENT;24000;home_improvement;Reline pool and fix steeps;FL;1;1593; 0.549 ;4186.02303;Fully Paid
396;15000; 36 months;11.71%;496.14;3 years;MORTGAGE;68400;debt_consolidation;Debt Consolidation Loan;FL;0;9368; 0.822 ;17861.03001;Fully Paid
397;6250; 36 months;15.96%;219.61;1 year;RENT;29120;debt_consolidation;Debt Consolidation;WI;0;5771; 0.888 ;7905.88;Fully Paid
398;6400; 36 months;16.29%;225.93;< 1 year;RENT;29120;debt_consolidation;Debt Consolidation;WI;0;5866; 0.946 ;8133.129999;Fully Paid
399;8850; 60 months;13.49%;203.6;10+ years;MORTGAGE;89122;major_purchase;Famleisure;NV;0;5633; 0.847 ;12021.06002;Fully Paid
401;15000; 36 months;8.90%;476.3;5 years;MORTGAGE;30000;debt_consolidation;Debt Consolidation Loan;AR;0;5649; 0.252 ;17022.63829;Fully Paid
402;6500; 36 months;14.27%;223.01;4 years;MORTGAGE;30000;credit_card;The light;WA;0;10843; 0.815 ;7997.879996;Fully Paid
403;8000; 36 months;15.96%;281.1;10+ years;RENT;50000;credit_card;new start;CT;1;7634; 0.812 ;10119.53;Fully Paid
404;30000; 60 months;21.28%;539.47;6 years;MORTGAGE;92000;home_improvement;Condo;CT;0;36497; 0.745 ;31832.18997;Fully Paid
405;15000; 36 months;14.65%;517.42;10+ years;MORTGAGE;100500;credit_card;C/C Consolidation Loan;NJ;0;11736; 0.743 ;16917.77509;Fully Paid
407;9000; 36 months;12.42%;300.74;5 years;MORTGAGE;47000;credit_card;Credit Card Refinance;FL;0;4012; 0.472 ;10826.53001;Fully Paid
408;6500; 36 months;16.29%;229.46;3 years;MORTGAGE;68000;debt_consolidation;Debt Consolidation Loan;FL;0;10075; 0.924 ;8197.123026;Fully Paid
411;8000; 36 months;13.49%;271.45;3 years;OWN;30000;debt_consolidation;Bills;CA;0;6266; 0.441 ;9771.92;Fully Paid
412;8875; 36 months;7.51%;276.11;1 year;RENT;30000;debt_consolidation;Debt Consolidation;KY;0;29470; 0.837 ;9740.179268;Fully Paid
413;1500; 36 months;18.64%;54.72;< 1 year;RENT;17000;other;Personal ;OH;0;1497; 0.998 ;561.42;Charged Off
414;8000; 36 months;12.42%;267.33;3 years;RENT;42000;debt_consolidation;Debt Consolidation Loan;PA;0;12035; 0.854 ;9641.28;Fully Paid
415;20000; 60 months;14.65%;399.55;10+ years;RENT;75000;debt_consolidation;Debt Consolidation;CA;0;21513; 0.749 ;3615.93;Charged Off
416;6500; 36 months;11.71%;215;4 years;RENT;42000;credit_card;Credit Card Loan;MA;0;10139; 0.638 ;7730.649996;Fully Paid
417;9600; 36 months;13.49%;325.74;3 years;MORTGAGE;27000;debt_consolidation;CCConsolidation;NY;0;7387; 0.849 ;11411.61548;Fully Paid
418;25975; 60 months;12.69%;372.25;10+ years;MORTGAGE;130000;debt_consolidation;Debt Consolidation Loan;PA;0;93718; 0.772 ;22337.51362;Fully Paid
419;10000; 36 months;7.90%;312.91;5 years;MORTGAGE;46000;home_improvement;home improvement;WA;0;10763; 0.501 ;11264.46;Fully Paid
421;9000; 36 months;6.62%;276.34;3 years;MORTGAGE;45000;debt_consolidation;Debt Consolidation;CA;0;14022; 0.440 ;9932.884725;Fully Paid
422;10000; 36 months;7.90%;312.91;2 years;RENT;72500;credit_card;Consolidation Facility;NY;0;10638; 0.691 ;11264.46;Fully Paid
424;14000; 36 months;7.90%;438.07;2 years;RENT;30000;debt_consolidation;Debt Free;TX;0;13581; 0.623 ;15298.55288;Fully Paid
425;8500; 36 months;14.27%;291.63;9 years;RENT;50000;debt_consolidation;Debt Consolidation Loan;PA;0;9354; 0.615 ;2450.67;Charged Off
426;15000; 60 months;19.03%;389.36;9 years;RENT;75000;debt_consolidation;Personal;FL;0;11379; 0.759 ;22607.34002;Fully Paid
428;3000; 36 months;7.51%;93.34;10+ years;MORTGAGE;65000;major_purchase;loan;TX;0;38905; 0.560 ;3359.94;Fully Paid
429;10000; 36 months;9.91%;322.25;4 years;MORTGAGE;120000;home_improvement;roof;NJ;0;21440; 0.681 ;11600.98;Fully Paid
431;33425; 60 months;13.49%;475.63;2 years;MORTGAGE;75000;debt_consolidation;Debt Consolidation Loan;NY;0;50670; 0.505 ;19893.95;Charged Off
432;35000; 60 months;19.42%;916.03;8 years;RENT;195000;debt_consolidation;Debt Consolidation Loan;WA;0;29573; 0.661 ;54528.87764;Fully Paid
433;7200; 36 months;15.27%;250.55;4 years;RENT;54990;debt_consolidation;Last Loan;TX;0;9119; 0.960 ;8954.778171;Fully Paid
434;18000; 60 months;11.71%;397.77;< 1 year;RENT;40000;debt_consolidation;My Freedom loan;AZ;0;12806; 0.688 ;10859.88;Charged Off
435;23000; 36 months;7.90%;719.68;2 years;MORTGAGE;137000;debt_consolidation;Debt Solution;TX;0;17564; 0.608 ;23980.72134;Fully Paid
436;20000; 60 months;16.77%;494.59;10+ years;RENT;60000;debt_consolidation;debt free;CA;0;16326; 0.410 ;18799.72;Charged Off
438;7000; 36 months;8.90%;222.28;1 year;RENT;46000;credit_card;Credit Card Loan;VA;0;8717; 0.765 ;8001.780002;Fully Paid
439;21000; 36 months;12.69%;704.45;8 years;MORTGAGE;135000;debt_consolidation;Short Term Loan;OH;0;30361; 0.630 ;24295.03896;Fully Paid
440;8250; 36 months;7.51%;256.67;n/a;MORTGAGE;31500;debt_consolidation;do over;MD;0;7521; 0.104 ;9239.889998;Fully Paid
443;7200; 36 months;6.03%;219.14;5 years;MORTGAGE;60000;other;personal loan;AZ;0;3859; 0.060 ;7882.326305;Fully Paid
444;16500; 36 months;8.90%;523.93;10+ years;RENT;48000;credit_card;CC Refinance;UT;0;21329; 0.871 ;18160.50019;Fully Paid
445;8125; 36 months;7.90%;254.24;< 1 year;RENT;25000;debt_consolidation;Pay Bills;IL;0;19296; 0.636 ;9152.370003;Fully Paid
447;26800; 36 months;19.03%;982.79;10+ years;MORTGAGE;82000;credit_card;Credit Card;CA;0;26919; 0.980 ;31286.01045;Fully Paid
449;12875; 60 months;17.58%;213.28;3 years;RENT;27600;debt_consolidation;MONEY TREE;CA;0;5595; 0.861 ;11224.59391;Fully Paid
451;4000; 36 months;16.29%;141.21;4 years;RENT;35000;debt_consolidation;Pay Off Debt;CA;0;8247; 0.835 ;5055.326911;Fully Paid
453;2625; 36 months;11.71%;86.83;10+ years;MORTGAGE;52800;medical;medical;NV;0;8343; 0.652 ;3126.259999;Fully Paid
454;18000; 60 months;13.49%;414.09;10+ years;MORTGAGE;40900;debt_consolidation;Debt Consolidation;AR;0;11963; 0.626 ;24844.93261;Fully Paid
456;11300; 36 months;12.69%;379.06;7 years;MORTGAGE;36000;credit_card;Credit Card;FL;0;18905; 0.747 ;12791.39767;Fully Paid
457;4000; 36 months;9.91%;128.9;10+ years;MORTGAGE;130000;debt_consolidation;Rod Family Finance ;CA;0;13212; 0.850 ;4635.56;Fully Paid
459;14400; 36 months;18.25%;522.41;5 years;RENT;51871;debt_consolidation;2012 New Beginnings;RI;0;8092; 0.793 ;7871.82;Charged Off
462;6000; 36 months;8.90%;190.52;7 years;RENT;47000;other;Personal Loan;OH;0;3917; 0.314 ;6858.700002;Fully Paid
464;4000; 36 months;6.62%;122.82;6 years;MORTGAGE;120000;home_improvement;Hot tub;NC;0;11947; 0.244 ;4153.202479;Fully Paid
465;3000; 36 months;10.65%;97.72;10+ years;MORTGAGE;86004;other;Lending Club;NJ;0;23964; 0.646 ;2241.56;Charged Off
466;5400; 36 months;12.69%;181.15;10+ years;MORTGAGE;75000;car;Motorcycle;TX;0;10376; 0.687 ;6276.636933;Fully Paid
467;15000; 36 months;16.29%;529.51;1 year;RENT;110000;small_business;Short-Term Business Loan;TX;2;40370; 0.841 ;1874.13;Charged Off
469;10400; 36 months;12.69%;348.87;4 years;RENT;44000;credit_card;debt consolidation;CA;0;13695; 0.901 ;12559.16001;Fully Paid
472;10000; 36 months;6.62%;307.04;4 years;RENT;75000;home_improvement;Renovation loan;FL;0;3548; 0.059 ;10744.74135;Fully Paid
473;18225; 60 months;13.49%;309.42;10+ years;MORTGAGE;37320;debt_consolidation;Bill loan;GA;0;17404; 0.744 ;14879.72301;Fully Paid
